user_ptr_id,created_at_date,date_join_cohort,score_three_parts,score_five_parts,booking_id,status,booking_type,promo_code,booking_date,pickup_date,return_date,booking_charge_less_discount,count(*),initial_date,max_created_at_date
564452,07/01/2024,2024-01,333,444,289594,"Rental Started",daily,NULL,2024-07-04,2024-07-04,2024-07-06,329.81,1,07/01/2024,07/03/2024
565050,07/01/2024,2024-02,322,422,288998,"Rental Started",daily,NULL,2024-07-02,2024-07-02,2024-07-08,683.8799999999999,1,07/01/2024,07/03/2024
566442,07/01/2024,2024-02,321,522,289457,"Rental Started",daily,NULL,2024-07-03,2024-07-03,2024-07-05,179.98,1,07/01/2024,07/03/2024
567041,07/01/2024,2024-02,321,522,289307,"Vendor Assigned",daily,EZB1135175,2024-07-03,2024-07-05,2024-07-06,0,1,07/01/2024,07/03/2024
568407,07/01/2024,2024-02,311,512,289217,"Rental Ended",daily,BACK50,2024-07-03,2024-07-03,2024-07-04,147.99,1,07/01/2024,07/03/2024
569067,07/01/2024,2024-02,321,422,289376,"Rental Started",daily,NULL,2024-07-03,2024-07-03,2024-07-05,228.23,1,07/01/2024,07/03/2024
570034,07/01/2024,2024-02,322,533,289498,Collect,daily,EZB1135381,2024-07-03,2024-07-04,2024-07-05,68.99000000000001,1,07/01/2024,07/03/2024
570745,07/01/2024,2024-02,333,554,289924,"Rental Started",daily,NULL,2024-07-04,2024-07-04,2024-07-05,145.98,1,07/01/2024,07/03/2024
571841,07/01/2024,2024-02,311,511,289175,"Rental Started",daily,EZB1135501,2024-07-03,2024-07-04,2024-07-05,3.979999999999993,1,07/01/2024,07/03/2024
572417,07/01/2024,2024-02,322,533,289028,"Rental Started",Weekly,NULL,2024-07-02,2024-07-02,2024-07-14,1036.2,1,07/01/2024,07/03/2024
573277,07/01/2024,2024-02,323,534,288898,"Rental Ended",daily,NULL,2024-07-02,2024-07-02,2024-07-03,217.99,1,07/01/2024,07/03/2024
573295,07/01/2024,2024-02,311,521,289741,"Vendor Assigned",daily,NULL,2024-07-04,2024-07-05,2024-07-06,89.99,1,07/01/2024,07/03/2024
573332,07/01/2024,2024-02,321,521,289300,"Rental Started",daily,NULL,2024-07-03,2024-07-03,2024-07-05,159.98,1,07/01/2024,07/03/2024
573689,07/01/2024,2024-02,311,512,289682,"Rental Started",daily,NULL,2024-07-04,2024-07-04,2024-07-05,149.98000000000002,1,07/01/2024,07/03/2024
575162,07/01/2024,2024-02,321,522,289112,"Rental Ended",daily,NULL,2024-07-02,2024-07-02,2024-07-03,89.99,1,07/01/2024,07/03/2024
575393,07/01/2024,2024-02,311,511,289565,Collect,daily,EZB1135742,2024-07-04,2024-07-04,2024-07-05,98.99,1,07/01/2024,07/03/2024
575931,07/01/2024,2024-02,311,511,289097,"Rental Ended",daily,NULL,2024-07-02,2024-07-03,2024-07-04,111.03,1,07/01/2024,07/03/2024
576227,07/01/2024,2024-02,321,532,288911,"Rental Ended",daily,NULL,2024-07-02,2024-07-02,2024-07-04,159.98,1,07/01/2024,07/03/2024
576708,07/01/2024,2024-02,311,511,289115,"Rental Started",Monthly,NULL,2024-07-02,2024-07-02,2024-08-01,1749,1,07/01/2024,07/03/2024
577019,07/01/2024,2024-02,322,543,288983,"Rental Started",Monthly,NULL,2024-07-02,2024-07-02,2024-08-01,1677,1,07/01/2024,07/03/2024
577103,07/01/2024,2024-02,311,522,289699,"Vendor Assigned",daily,NULL,2024-07-04,2024-07-06,2024-07-07,112.98,1,07/01/2024,07/03/2024
577308,07/01/2024,2024-02,333,555,288887,"Rental Started",Monthly,NULL,2024-07-02,2024-07-02,2024-08-01,1576.8,1,07/01/2024,07/03/2024
577868,07/01/2024,2024-02,322,533,289580,"Vendor Assigned",daily,NULL,2024-07-04,2024-07-05,2024-07-09,437.96,1,07/01/2024,07/03/2024
578452,07/01/2024,2024-02,311,521,289335,"Rental Started",daily,NULL,2024-07-03,2024-07-03,2024-07-06,338.97,1,07/01/2024,07/03/2024
578764,07/01/2024,2024-02,311,511,289205,"Vendor Assigned",daily,EZB1136011,2024-07-03,2024-07-07,2024-07-08,74.99000000000001,1,07/01/2024,07/03/2024
579287,07/01/2024,2024-03,321,521,289740,"Rental Started",daily,NULL,2024-07-04,2024-07-04,2024-07-07,269.97,1,07/01/2024,07/03/2024
580013,07/01/2024,2024-03,311,511,289368,"Car Assigned",daily,EZB1136107,2024-07-03,2024-07-04,2024-07-05,59.99000000000001,1,07/01/2024,07/03/2024
581160,07/01/2024,2024-03,322,533,289202,"Rental Started",daily,NULL,2024-07-03,2024-07-03,2024-07-05,397.98,1,07/01/2024,07/03/2024
581509,07/01/2024,2024-03,322,523,289231,"Rental Started",daily,NULL,2024-07-03,2024-07-03,2024-07-08,677.95,1,07/01/2024,07/03/2024
581677,07/01/2024,2024-03,311,511,289487,Collect,daily,NULL,2024-07-03,2024-07-04,2024-07-05,139.98,1,07/01/2024,07/03/2024
582185,07/01/2024,2024-03,311,522,288915,"Rental Ended",daily,EZB1136247,2024-07-02,2024-07-02,2024-07-04,138.98,1,07/01/2024,07/03/2024
582587,07/01/2024,2024-03,322,543,289421,"Rental Ended",daily,NULL,2024-07-03,2024-07-04,2024-07-04,206.99,1,07/01/2024,07/03/2024
583781,07/01/2024,2024-03,311,511,289089,"Rental Started",daily,NULL,2024-07-02,2024-07-04,2024-07-05,105.99,1,07/01/2024,07/03/2024
583943,07/01/2024,2024-03,311,511,289124,"Vendor Assigned",daily,NULL,2024-07-02,2024-07-06,2024-07-08,207.974,1,07/01/2024,07/03/2024
584387,07/01/2024,2024-03,321,522,289304,"Vendor Assigned",daily,EZB1136384,2024-07-03,2024-07-06,2024-07-07,58.99000000000001,1,07/01/2024,07/03/2024
586450,07/01/2024,2024-03,311,511,289059,"Rental Ended",daily,NULL,2024-07-02,2024-07-02,2024-07-04,168.98,1,07/01/2024,07/03/2024
586876,07/01/2024,2024-03,311,521,289566,"Rental Started",daily,EZB1136569,2024-07-04,2024-07-04,2024-07-05,6.989999999999995,1,07/01/2024,07/03/2024
587246,07/01/2024,2024-03,311,521,289622,"Rental Started",daily,NULL,2024-07-04,2024-07-04,2024-07-05,99.99,1,07/01/2024,07/03/2024
588513,07/01/2024,2024-03,322,533,288968,"Rental Started",daily,EZB1136692,2024-07-02,2024-07-02,2024-07-06,322.36,1,07/01/2024,07/03/2024
588770,07/01/2024,2024-03,311,511,289235,"Vendor Assigned",daily,EZB1136719,2024-07-03,2024-07-07,2024-07-08,0,1,07/01/2024,07/03/2024
589599,07/01/2024,2024-03,333,555,289899,"Vendor Assigned",Monthly,NULL,2024-07-04,2024-07-05,2024-08-04,2106.9,1,07/01/2024,07/03/2024
590264,07/01/2024,2024-03,321,522,289796,"Vendor Assigned",daily,NULL,2024-07-04,2024-07-04,2024-07-05,105.99,1,07/01/2024,07/03/2024
590406,07/01/2024,2024-03,321,522,289161,"Rental Started",Monthly,EZENBD,2024-07-02,2024-07-03,2024-08-03,1809.37,1,07/01/2024,07/03/2024
590596,07/01/2024,2024-03,311,521,289109,"Rental Ended",daily,NULL,2024-07-02,2024-07-02,2024-07-03,89.99,1,07/01/2024,07/03/2024
590729,07/01/2024,2024-03,311,511,288895,"Rental Ended",daily,EZB1136858,2024-07-02,2024-07-02,2024-07-03,20.989999999999995,1,07/01/2024,07/03/2024
591312,07/01/2024,2024-04,321,522,289940,"Vendor Assigned",daily,NULL,2024-07-04,2024-07-05,2024-07-06,303.96000000000004,1,07/01/2024,07/03/2024
591782,07/01/2024,2024-04,311,511,288986,"Vendor Assigned",daily,EZB1136943,2024-07-02,2024-07-07,2024-07-08,17.979999999999993,1,07/01/2024,07/03/2024
591822,07/01/2024,2024-04,322,533,288949,"Rental Ended",daily,EZB1136946,2024-07-02,2024-07-02,2024-07-03,91.98,1,07/01/2024,07/03/2024
592218,07/01/2024,2024-04,333,555,289281,"Rental Started",daily,NULL,2024-07-03,2024-07-03,2024-07-05,237.98,1,07/01/2024,07/03/2024
592716,07/01/2024,2024-04,321,522,289819,"Rental Started",daily,NULL,2024-07-04,2024-07-04,2024-07-05,89.99,1,07/01/2024,07/03/2024
593680,07/01/2024,2024-04,321,521,289430,"Rental Ended",daily,NULL,2024-07-03,2024-07-03,2024-07-04,89.99,1,07/01/2024,07/03/2024
595254,07/01/2024,2024-04,311,511,289443,"Vendor Assigned",daily,EZB1137199,2024-07-03,2024-07-05,2024-07-06,0.9899999999999948,1,07/01/2024,07/03/2024
596278,07/01/2024,2024-04,333,544,289786,"Vendor Assigned",daily,NULL,2024-07-04,2024-07-05,2024-07-06,145.98,1,07/01/2024,07/03/2024
598171,07/01/2024,2024-04,321,522,289615,"Vendor Assigned",daily,NULL,2024-07-04,2024-07-05,2024-07-06,79.99,1,07/01/2024,07/03/2024
598732,07/01/2024,2024-04,322,533,289844,"Rental Started",Monthly,NULL,2024-07-04,2024-07-04,2024-08-04,1652.3,1,07/01/2024,07/03/2024
599187,07/01/2024,2024-04,322,533,289102,"Rental Ended",daily,NULL,2024-07-02,2024-07-02,2024-07-04,188.98,1,07/01/2024,07/03/2024
599260,07/01/2024,2024-04,321,521,289735,"Rental Started",daily,RE50,2024-07-04,2024-07-04,2024-07-05,79.99000000000001,1,07/01/2024,07/03/2024
602823,07/01/2024,2024-04,322,533,289331,"Rental Ended",daily,NULL,2024-07-03,2024-07-03,2024-07-04,99.99,1,07/01/2024,07/03/2024
603142,07/01/2024,2024-04,322,522,289431,"Rental Ended",daily,NULL,2024-07-03,2024-07-03,2024-07-04,151.98000000000002,1,07/01/2024,07/03/2024
605578,07/01/2024,2024-04,322,533,289053,"Rental Started",daily,NULL,2024-07-02,2024-07-02,2024-07-08,683.8800000000001,1,07/01/2024,07/03/2024
606389,07/01/2024,2024-05,333,555,288958,"Rental Started",Monthly,EZB1137816,2024-07-02,2024-07-02,2024-08-01,1477.8,1,07/01/2024,07/03/2024
607171,07/01/2024,2024-05,322,532,289260,"Vendor Assigned",daily,EZB1137877,2024-07-03,2024-07-06,2024-07-08,138.98,1,07/01/2024,07/03/2024
607305,07/01/2024,2024-05,311,511,289295,"Vendor Assigned",daily,NULL,2024-07-03,2024-07-06,2024-07-07,79.99,1,07/01/2024,07/03/2024
607532,07/01/2024,2024-05,311,511,288961,"Rental Started",daily,EZB1141137,2024-07-02,2024-07-04,2024-07-07,150.97,1,07/01/2024,07/03/2024
607844,07/01/2024,2024-05,311,511,289912,"Vendor Assigned",daily,NULL,2024-07-04,2024-07-06,2024-07-07,158.99,1,07/01/2024,07/03/2024
608049,07/01/2024,2024-05,311,521,288921,"Rental Ended",daily,EZB1137936,2024-07-02,2024-07-02,2024-07-03,60.99000000000001,1,07/01/2024,07/03/2024
608980,07/01/2024,2024-05,321,522,289142,"Vendor Assigned",daily,NULL,2024-07-02,2024-07-05,2024-07-06,124.98,1,07/01/2024,07/03/2024
609233,07/01/2024,2024-05,322,523,289656,"Rental Started",Weekly,NULL,2024-07-04,2024-07-04,2024-07-11,880.2,1,07/01/2024,07/03/2024
609934,07/01/2024,2024-05,321,522,289825,"Rental Started",daily,NULL,2024-07-04,2024-07-04,2024-07-07,299.97,1,07/01/2024,07/03/2024
610869,07/01/2024,2024-05,311,511,289890,"Vendor Assigned",daily,NULL,2024-07-04,2024-07-05,2024-07-06,158.99,1,07/01/2024,07/03/2024
611722,07/01/2024,2024-05,323,544,288945,"Rental Started",Monthly,NULL,2024-07-02,2024-07-02,2024-08-01,2275.8,1,07/01/2024,07/03/2024
612673,07/01/2024,2024-05,322,522,289601,Collect,daily,NULL,2024-07-04,2024-07-04,2024-07-05,206.83,1,07/01/2024,07/03/2024
612895,07/01/2024,2024-05,311,511,289315,"Rental Ended",daily,NULL,2024-07-03,2024-07-03,2024-07-04,118.99,1,07/01/2024,07/03/2024
613149,07/01/2024,2024-05,321,521,289215,"Vendor Assigned",daily,EZB1138372,2024-07-03,2024-07-05,2024-07-07,92.98,1,07/01/2024,07/03/2024
613318,07/01/2024,2024-05,311,511,289350,"Rental Ended",daily,NULL,2024-07-03,2024-07-03,2024-07-04,151.98000000000002,1,07/01/2024,07/03/2024
613436,07/01/2024,2024-05,311,512,289504,"Vendor Assigned",daily,NULL,2024-07-03,2024-07-05,2024-07-07,323.96000000000004,1,07/01/2024,07/03/2024
613617,07/01/2024,2024-05,321,532,289116,"Rental Ended",daily,EZB1138412,2024-07-02,2024-07-03,2024-07-04,3.979999999999993,1,07/01/2024,07/03/2024
613936,07/01/2024,2024-05,322,523,289979,"Vendor Assigned",daily,NULL,2024-07-05,2024-07-05,2024-07-06,245.99,1,07/01/2024,07/03/2024
614224,07/01/2024,2024-05,322,533,288863,"Rental Started",daily,NULL,2024-07-02,2024-07-03,2024-07-06,557.97,1,07/01/2024,07/03/2024
614307,07/01/2024,2024-05,322,544,289770,"Vendor Assigned",Subscription,NULL,2024-07-04,2024-07-06,2024-08-05,1677.6,1,07/01/2024,07/03/2024
615691,07/01/2024,2024-05,311,521,289204,"Rental Started",daily,NULL,2024-07-03,2024-07-03,2024-07-05,159.98,1,07/01/2024,07/03/2024
615832,07/01/2024,2024-05,322,533,289728,"Rental Started",daily,EZENBD,2024-07-04,2024-07-04,2024-07-06,180.768,1,07/01/2024,07/03/2024
616015,07/01/2024,2024-05,311,521,289171,"Rental Ended",daily,NULL,2024-07-03,2024-07-03,2024-07-04,79.99,1,07/01/2024,07/03/2024
616575,07/01/2024,2024-05,311,511,289012,"Rental Started",daily,NULL,2024-07-02,2024-07-02,2024-07-06,761.9200000000001,1,07/01/2024,07/03/2024
616786,07/01/2024,2024-05,311,521,289111,"Rental Ended",daily,NULL,2024-07-02,2024-07-02,2024-07-03,157.99,1,07/01/2024,07/03/2024
617245,07/01/2024,2024-05,311,511,289618,"Rental Started",daily,NULL,2024-07-04,2024-07-04,2024-07-05,122.98,1,07/01/2024,07/03/2024
617534,07/01/2024,2024-05,311,511,289868,"Vendor Assigned",daily,EZB1145128,2024-07-04,2024-07-09,2024-07-10,0,1,07/01/2024,07/03/2024
617580,07/01/2024,2024-05,311,511,289395,"Rental Started",daily,EZB1138739,2024-07-03,2024-07-04,2024-07-05,11.38,1,07/01/2024,07/03/2024
617949,07/01/2024,2024-05,311,511,289667,"Rental Started",daily,NULL,2024-07-04,2024-07-04,2024-07-05,109.99,1,07/01/2024,07/03/2024
618012,07/01/2024,2024-05,311,511,289426,"Vendor Assigned",Monthly,NULL,2024-07-03,2024-07-11,2024-08-11,1982.76,1,07/01/2024,07/03/2024
618291,07/01/2024,2024-05,323,544,288909,"Rental Started",Weekly,NULL,2024-07-02,2024-07-03,2024-07-18,2574.88,1,07/01/2024,07/03/2024
618532,07/01/2024,2024-05,333,555,289246,"Rental Started",Monthly,NULL,2024-07-03,2024-07-03,2024-08-02,1599,1,07/01/2024,07/03/2024
618631,07/01/2024,2024-05,311,511,289425,"Rental Ended",daily,EZENBD,2024-07-03,2024-07-03,2024-07-04,124.784,1,07/01/2024,07/03/2024
619381,07/01/2024,2024-06,322,533,289105,"Rental Ended",daily,NULL,2024-07-02,2024-07-02,2024-07-03,157.99,1,07/01/2024,07/03/2024
620583,07/01/2024,2024-06,322,523,289423,"Rental Ended",daily,NULL,2024-07-03,2024-07-03,2024-07-04,89.99,1,07/01/2024,07/03/2024
620597,07/01/2024,2024-06,311,521,289130,"Rental Ended",daily,NULL,2024-07-02,2024-07-02,2024-07-03,89.99,1,07/01/2024,07/03/2024
620879,07/01/2024,2024-06,322,532,289573,"Rental Started",daily,NULL,2024-07-04,2024-07-04,2024-07-05,119.99,1,07/01/2024,07/03/2024
621013,07/01/2024,2024-06,322,522,288857,"Vendor Assigned",daily,EZEKP,2024-07-02,2024-07-05,2024-07-09,622.9548,1,07/01/2024,07/03/2024
621289,07/01/2024,2024-06,311,511,288513,"Rental Ended",daily,NULL,2024-07-01,2024-07-01,2024-07-02,79.99,1,07/01/2024,07/03/2024
621437,07/01/2024,2024-06,311,511,289379,"Vendor Assigned",daily,NULL,2024-07-03,2024-07-06,2024-07-07,167.99,1,07/01/2024,07/03/2024
621718,07/01/2024,2024-06,311,511,289327,"Rental Ended",daily,NULL,2024-07-03,2024-07-03,2024-07-04,278.97,1,07/01/2024,07/03/2024
621871,07/01/2024,2024-06,311,511,288885,"Rental Ended",daily,NULL,2024-07-02,2024-07-02,2024-07-04,205.96,1,07/01/2024,07/03/2024
622131,07/01/2024,2024-06,311,521,289797,"Rental Started",daily,NULL,2024-07-04,2024-07-04,2024-07-05,145.98,1,07/01/2024,07/03/2024
622191,07/01/2024,2024-06,311,511,289941,"Vendor Assigned",daily,EZB1141142,2024-07-04,2024-07-06,2024-07-07,0,1,07/01/2024,07/03/2024
622305,07/01/2024,2024-06,311,511,289290,"Vendor Assigned",daily,EZB1138902,2024-07-03,2024-07-06,2024-07-08,106.95999999999998,1,07/01/2024,07/03/2024
622322,07/01/2024,2024-06,311,511,289298,"Rental Started",daily,NULL,2024-07-03,2024-07-03,2024-07-05,179.98,1,07/01/2024,07/03/2024
622331,07/01/2024,2024-06,322,533,289133,Collect,daily,NULL,2024-07-02,2024-07-03,2024-07-07,437.96,1,07/01/2024,07/03/2024
622545,07/01/2024,2024-06,322,532,289256,"Rental Started",daily,NULL,2024-07-03,2024-07-03,2024-07-07,397.96,1,07/01/2024,07/03/2024
622662,07/01/2024,2024-06,322,522,289371,"Rental Started",daily,NULL,2024-07-03,2024-07-03,2024-07-06,311.94,1,07/01/2024,07/03/2024
622914,07/01/2024,2024-06,311,511,289043,"Rental Ended",daily,EZB1118098,2024-07-02,2024-07-03,2024-07-04,0,1,07/01/2024,07/03/2024
623043,07/01/2024,2024-06,322,544,288930,"Rental Started",daily,NULL,2024-07-02,2024-07-02,2024-07-05,380.94000000000005,1,07/01/2024,07/03/2024
623095,07/01/2024,2024-06,322,544,288913,"Rental Started",daily,NULL,2024-07-02,2024-07-04,2024-07-07,515.94,1,07/01/2024,07/03/2024
623771,07/01/2024,2024-06,323,544,289790,"Car Assigned",Monthly,NULL,2024-07-04,2024-07-04,2024-08-03,1725.9,1,07/01/2024,07/03/2024
624107,07/01/2024,2024-06,311,511,289107,"Rental Started",daily,NULL,2024-07-02,2024-07-03,2024-07-05,205.96,1,07/01/2024,07/03/2024
624208,07/01/2024,2024-06,311,511,289986,"Vendor Assigned",daily,NULL,2024-07-05,2024-07-05,2024-07-06,208.98,1,07/01/2024,07/03/2024
624459,07/01/2024,2024-06,311,511,289848,"Rental Started",daily,NULL,2024-07-04,2024-07-04,2024-07-06,179.98,1,07/01/2024,07/03/2024
624605,07/01/2024,2024-06,321,522,289014,"Rental Ended",daily,NULL,2024-07-02,2024-07-03,2024-07-04,157.99,1,07/01/2024,07/03/2024
624685,07/01/2024,2024-06,321,522,289782,"Vendor Assigned",daily,NULL,2024-07-04,2024-07-05,2024-07-06,257.98,1,07/01/2024,07/03/2024
625014,07/01/2024,2024-06,311,511,288938,"Rental Ended",daily,EZB1138959,2024-07-02,2024-07-03,2024-07-04,20.989999999999995,1,07/01/2024,07/03/2024
625324,07/01/2024,2024-06,311,511,289539,"Rental Started",daily,EZB1138965,2024-07-04,2024-07-04,2024-07-05,98.99,1,07/01/2024,07/03/2024
625334,07/01/2024,2024-06,311,511,289975,"Vendor Assigned",daily,EZB1141147,2024-07-05,2024-07-06,2024-07-08,202.96,1,07/01/2024,07/03/2024
625465,07/01/2024,2024-06,311,511,288882,"Rental Ended",daily,EZB1141148,2024-07-02,2024-07-03,2024-07-04,1.979999999999993,1,07/01/2024,07/03/2024
626529,07/01/2024,2024-06,311,511,289245,"Vendor Assigned",daily,NULL,2024-07-03,2024-07-06,2024-07-07,79.99,1,07/01/2024,07/03/2024
626735,07/01/2024,2024-06,311,511,288860,"Rental Ended",daily,NULL,2024-07-02,2024-07-02,2024-07-04,159.98,1,07/01/2024,07/03/2024
626788,07/01/2024,2024-06,333,545,289814,"Vendor Assigned",daily,NULL,2024-07-04,2024-07-05,2024-07-06,223.98,1,07/01/2024,07/03/2024
627387,07/01/2024,2024-06,322,543,289159,"Rental Started",Weekly,NULL,2024-07-02,2024-07-03,2024-07-10,780.95,1,07/01/2024,07/03/2024
627390,07/01/2024,2024-06,311,511,288989,"Rental Ended",daily,NULL,2024-07-02,2024-07-02,2024-07-03,79.99,1,07/01/2024,07/03/2024
627415,07/01/2024,2024-06,322,533,289088,"Rental Ended",daily,NULL,2024-07-02,2024-07-02,2024-07-03,157.99,1,07/01/2024,07/03/2024
627441,07/01/2024,2024-06,322,533,288928,"Rental Started",Monthly,NULL,2024-07-02,2024-07-02,2024-08-01,1686.9,1,07/01/2024,07/03/2024
627518,07/01/2024,2024-06,322,522,289199,"Rental Started",daily,NULL,2024-07-03,2024-07-04,2024-07-07,437.94,1,07/01/2024,07/03/2024
627576,07/01/2024,2024-06,322,533,289093,"Rental Started",Monthly,NULL,2024-07-02,2024-07-02,2024-08-01,2925.9,1,07/01/2024,07/03/2024
627900,07/01/2024,2024-06,311,511,289261,"Rental Started",Weekly,NULL,2024-07-03,2024-07-03,2024-07-10,998.97,1,07/01/2024,07/03/2024
627947,07/01/2024,2024-06,322,523,289274,"Vendor Assigned",daily,EZB1141150,2024-07-03,2024-07-06,2024-07-07,79.98,1,07/01/2024,07/03/2024
628182,07/01/2024,2024-06,322,532,289323,"Rental Started",daily,NULL,2024-07-03,2024-07-03,2024-07-09,576.9899999999999,1,07/01/2024,07/03/2024
628207,07/01/2024,2024-06,321,531,289922,"Rental Started",daily,EZENBD,2024-07-04,2024-07-04,2024-07-06,143.98399999999998,1,07/01/2024,07/03/2024
628239,07/01/2024,2024-06,311,511,289162,"Rental Ended",daily,NULL,2024-07-02,2024-07-03,2024-07-04,79.99,1,07/01/2024,07/03/2024
628581,07/01/2024,2024-06,321,521,289189,"Rental Started",daily,NULL,2024-07-03,2024-07-03,2024-07-05,159.98,1,07/01/2024,07/03/2024
628954,07/01/2024,2024-06,322,543,289578,"Rental Started",daily,NULL,2024-07-04,2024-07-04,2024-07-09,577.95,1,07/01/2024,07/03/2024
629023,07/01/2024,2024-06,321,522,288984,"Rental Started",daily,NULL,2024-07-02,2024-07-03,2024-07-06,277.02,1,07/01/2024,07/03/2024
629133,07/01/2024,2024-06,321,521,289422,"Rental Started",daily,NULL,2024-07-03,2024-07-03,2024-07-05,248.98,1,07/01/2024,07/03/2024
629551,07/01/2024,2024-06,312,513,289962,"Vendor Assigned",daily,NULL,2024-07-04,2024-07-05,2024-07-07,397.98,1,07/01/2024,07/03/2024
629560,07/01/2024,2024-06,311,512,288927,"Vendor Assigned",daily,NULL,2024-07-02,2024-07-06,2024-07-07,285.977,1,07/01/2024,07/03/2024
629741,07/01/2024,2024-06,323,534,289108,"Rental Started",Weekly,NULL,2024-07-02,2024-07-02,2024-07-09,628.95,1,07/01/2024,07/03/2024
629895,07/01/2024,2024-06,322,533,289952,"Rental Started",Monthly,NULL,2024-07-04,2024-07-05,2024-08-04,1798.8,1,07/01/2024,07/03/2024
629914,07/01/2024,2024-06,321,521,289119,"Rental Ended",daily,NULL,2024-07-02,2024-07-02,2024-07-03,79.99,1,07/01/2024,07/03/2024
630166,07/01/2024,2024-06,322,533,289058,"Rental Started",daily,NULL,2024-07-02,2024-07-02,2024-07-05,278.97,1,07/01/2024,07/03/2024
630282,07/01/2024,2024-06,321,522,289373,"Rental Started",daily,NULL,2024-07-03,2024-07-03,2024-07-06,236.07,1,07/01/2024,07/03/2024
630308,07/01/2024,2024-06,321,522,289654,"Vendor Assigned",daily,NULL,2024-07-04,2024-07-05,2024-07-06,89.99,1,07/01/2024,07/03/2024
630428,07/01/2024,2024-06,323,525,289969,"Vendor Assigned",daily,NULL,2024-07-05,2024-07-05,2024-07-07,2729.96,1,07/01/2024,07/03/2024
630451,07/01/2024,2024-06,321,522,288903,"Rental Ended",daily,NULL,2024-07-02,2024-07-02,2024-07-03,157.99,1,07/01/2024,07/03/2024
630637,07/01/2024,2024-06,322,523,289944,"Vendor Assigned",daily,NULL,2024-07-04,2024-07-05,2024-07-07,417.98,1,07/01/2024,07/03/2024
